OMRÅDE;KØN;ALDER;CIVILSTAND;TID;INDHOLD
Region Nordjylland;Kvinder;73 år;Fraskilt;2020K1;485
Region Nordjylland;Kvinder;74 år;Fraskilt;2008K1;182
Region Nordjylland;Kvinder;74 år;Fraskilt;2020K1;458
Region Nordjylland;Kvinder;75 år;Fraskilt;2008K1;152
Region Nordjylland;Kvinder;75 år;Fraskilt;2020K1;411
Region Nordjylland;Kvinder;76 år;Fraskilt;2008K1;151
Region Nordjylland;Kvinder;76 år;Fraskilt;2020K1;383
Region Nordjylland;Kvinder;77 år;Fraskilt;2008K1;121
Region Nordjylland;Kvinder;77 år;Fraskilt;2020K1;334
Region Nordjylland;Kvinder;78 år;Fraskilt;2008K1;126
Region Nordjylland;Kvinder;78 år;Fraskilt;2020K1;312
Region Nordjylland;Kvinder;79 år;Fraskilt;2008K1;125
Region Nordjylland;Kvinder;79 år;Fraskilt;2020K1;254
Region Nordjylland;Kvinder;80 år;Fraskilt;2008K1;108
Region Nordjylland;Kvinder;80 år;Fraskilt;2020K1;214
Region Nordjylland;Kvinder;81 år;Fraskilt;2008K1;91
Region Nordjylland;Kvinder;81 år;Fraskilt;2020K1;183
Region Nordjylland;Kvinder;82 år;Fraskilt;2008K1;87
Region Nordjylland;Kvinder;82 år;Fraskilt;2020K1;160
Region Nordjylland;Kvinder;83 år;Fraskilt;2008K1;72
Region Nordjylland;Kvinder;83 år;Fraskilt;2020K1;144
Region Nordjylland;Kvinder;84 år;Fraskilt;2008K1;58
Region Nordjylland;Kvinder;84 år;Fraskilt;2020K1;116
Region Nordjylland;Kvinder;85 år;Fraskilt;2008K1;58
Region Nordjylland;Kvinder;85 år;Fraskilt;2020K1;103
Region Nordjylland;Kvinder;86 år;Fraskilt;2008K1;65
Region Nordjylland;Kvinder;86 år;Fraskilt;2020K1;77
Region Nordjylland;Kvinder;87 år;Fraskilt;2008K1;52
Region Nordjylland;Kvinder;87 år;Fraskilt;2020K1;61
Region Nordjylland;Kvinder;88 år;Fraskilt;2008K1;28
Region Nordjylland;Kvinder;88 år;Fraskilt;2020K1;64
Region Nordjylland;Kvinder;89 år;Fraskilt;2008K1;32
Region Nordjylland;Kvinder;89 år;Fraskilt;2020K1;38
Region Nordjylland;Kvinder;90 år;Fraskilt;2008K1;23
Region Nordjylland;Kvinder;90 år;Fraskilt;2020K1;40
Region Nordjylland;Kvinder;91 år;Fraskilt;2008K1;17
Region Nordjylland;Kvinder;91 år;Fraskilt;2020K1;27
Region Nordjylland;Kvinder;92 år;Fraskilt;2008K1;10
Region Nordjylland;Kvinder;92 år;Fraskilt;2020K1;32
Region Nordjylland;Kvinder;93 år;Fraskilt;2008K1;14
Region Nordjylland;Kvinder;93 år;Fraskilt;2020K1;17
Region Nordjylland;Kvinder;94 år;Fraskilt;2008K1;8
Region Nordjylland;Kvinder;94 år;Fraskilt;2020K1;14
Region Nordjylland;Kvinder;95 år;Fraskilt;2008K1;4
Region Nordjylland;Kvinder;95 år;Fraskilt;2020K1;8
Region Nordjylland;Kvinder;96 år;Fraskilt;2008K1;2
Region Nordjylland;Kvinder;96 år;Fraskilt;2020K1;10
Region Nordjylland;Kvinder;97 år;Fraskilt;2008K1;1
Region Nordjylland;Kvinder;97 år;Fraskilt;2020K1;6
Region Nordjylland;Kvinder;98 år;Fraskilt;2008K1;1
Region Nordjylland;Kvinder;98 år;Fraskilt;2020K1;6
Region Nordjylland;Kvinder;99 år;Fraskilt;2008K1;0
Region Nordjylland;Kvinder;99 år;Fraskilt;2020K1;5
Region Nordjylland;Kvinder;100 år;Fraskilt;2008K1;0
Region Nordjylland;Kvinder;100 år;Fraskilt;2020K1;0
Region Nordjylland;Kvinder;101 år;Fraskilt;2008K1;0
Region Nordjylland;Kvinder;101 år;Fraskilt;2020K1;2
Region Nordjylland;Kvinder;102 år;Fraskilt;2008K1;0
Region Nordjylland;Kvinder;102 år;Fraskilt;2020K1;2
Region Nordjylland;Kvinder;103 år;Fraskilt;2008K1;1
Region Nordjylland;Kvinder;103 år;Fraskilt;2020K1;0
Region Nordjylland;Kvinder;104 år;Fraskilt;2008K1;0
Region Nordjylland;Kvinder;104 år;Fraskilt;2020K1;0
Region Nordjylland;Kvinder;105 år;Fraskilt;2008K1;0
Region Nordjylland;Kvinder;105 år;Fraskilt;2020K1;0
Region Nordjylland;Kvinder;106 år;Fraskilt;2008K1;0
Region Nordjylland;Kvinder;106 år;Fraskilt;2020K1;0
Region Nordjylland;Kvinder;107 år;Fraskilt;2008K1;0
Region Nordjylland;Kvinder;107 år;Fraskilt;2020K1;0
Region Nordjylland;Kvinder;108 år;Fraskilt;2008K1;0
Region Nordjylland;Kvinder;108 år;Fraskilt;2020K1;0
Region Nordjylland;Kvinder;109 år;Fraskilt;2008K1;0
Region Nordjylland;Kvinder;109 år;Fraskilt;2020K1;0
Region Nordjylland;Kvinder;110 år;Fraskilt;2008K1;0
Region Nordjylland;Kvinder;110 år;Fraskilt;2020K1;0
Region Nordjylland;Kvinder;111 år;Fraskilt;2008K1;0
Region Nordjylland;Kvinder;111 år;Fraskilt;2020K1;0
Region Nordjylland;Kvinder;112 år;Fraskilt;2008K1;0
Region Nordjylland;Kvinder;112 år;Fraskilt;2020K1;0
Region Nordjylland;Kvinder;113 år;Fraskilt;2008K1;0
Region Nordjylland;Kvinder;113 år;Fraskilt;2020K1;0
Region Nordjylland;Kvinder;114 år;Fraskilt;2008K1;0
Region Nordjylland;Kvinder;114 år;Fraskilt;2020K1;0
Region Nordjylland;Kvinder;115 år;Fraskilt;2008K1;0
Region Nordjylland;Kvinder;115 år;Fraskilt;2020K1;0
Region Nordjylland;Kvinder;116 år;Fraskilt;2008K1;0
Region Nordjylland;Kvinder;116 år;Fraskilt;2020K1;0
Region Nordjylland;Kvinder;117 år;Fraskilt;2008K1;0
Region Nordjylland;Kvinder;117 år;Fraskilt;2020K1;0
Region Nordjylland;Kvinder;118 år;Fraskilt;2008K1;0
Region Nordjylland;Kvinder;118 år;Fraskilt;2020K1;0
Region Nordjylland;Kvinder;119 år;Fraskilt;2008K1;0
Region Nordjylland;Kvinder;119 år;Fraskilt;2020K1;0
Region Nordjylland;Kvinder;120 år;Fraskilt;2008K1;0
Region Nordjylland;Kvinder;120 år;Fraskilt;2020K1;0
Region Nordjylland;Kvinder;121 år;Fraskilt;2008K1;0
Region Nordjylland;Kvinder;121 år;Fraskilt;2020K1;0
Region Nordjylland;Kvinder;122 år;Fraskilt;2008K1;0
Region Nordjylland;Kvinder;122 år;Fraskilt;2020K1;0
Region Nordjylland;Kvinder;123 år;Fraskilt;2008K1;0
Region Nordjylland;Kvinder;123 år;Fraskilt;2020K1;0
Region Nordjylland;Kvinder;124 år;Fraskilt;2008K1;0
Region Nordjylland;Kvinder;124 år;Fraskilt;2020K1;0
Region Nordjylland;Kvinder;125 år;Fraskilt;2008K1;0
Region Nordjylland;Kvinder;125 år;Fraskilt;2020K1;0
Brønderslev;I alt;I alt;Fraskilt;2008K1;2242
Brønderslev;I alt;I alt;Fraskilt;2020K1;3096
Brønderslev;I alt;0 år;Fraskilt;2008K1;0
Brønderslev;I alt;0 år;Fraskilt;2020K1;0
Brønderslev;I alt;1 år;Fraskilt;2008K1;0
Brønderslev;I alt;1 år;Fraskilt;2020K1;0
Brønderslev;I alt;2 år;Fraskilt;2008K1;0
Brønderslev;I alt;2 år;Fraskilt;2020K1;0
Brønderslev;I alt;3 år;Fraskilt;2008K1;0
Brønderslev;I alt;3 år;Fraskilt;2020K1;0
Brønderslev;I alt;4 år;Fraskilt;2008K1;0
Brønderslev;I alt;4 år;Fraskilt;2020K1;0
Brønderslev;I alt;5 år;Fraskilt;2008K1;0
Brønderslev;I alt;5 år;Fraskilt;2020K1;0
Brønderslev;I alt;6 år;Fraskilt;2008K1;0
Brønderslev;I alt;6 år;Fraskilt;2020K1;0
Brønderslev;I alt;7 år;Fraskilt;2008K1;0
Brønderslev;I alt;7 år;Fraskilt;2020K1;0
Brønderslev;I alt;8 år;Fraskilt;2008K1;0
Brønderslev;I alt;8 år;Fraskilt;2020K1;0
Brønderslev;I alt;9 år;Fraskilt;2008K1;0
Brønderslev;I alt;9 år;Fraskilt;2020K1;0
Brønderslev;I alt;10 år;Fraskilt;2008K1;0
Brønderslev;I alt;10 år;Fraskilt;2020K1;0
Brønderslev;I alt;11 år;Fraskilt;2008K1;0
Brønderslev;I alt;11 år;Fraskilt;2020K1;0
Brønderslev;I alt;12 år;Fraskilt;2008K1;0
Brønderslev;I alt;12 år;Fraskilt;2020K1;0
Brønderslev;I alt;13 år;Fraskilt;2008K1;0
Brønderslev;I alt;13 år;Fraskilt;2020K1;0
Brønderslev;I alt;14 år;Fraskilt;2008K1;0
Brønderslev;I alt;14 år;Fraskilt;2020K1;0
Brønderslev;I alt;15 år;Fraskilt;2008K1;0
Brønderslev;I alt;15 år;Fraskilt;2020K1;0
Brønderslev;I alt;16 år;Fraskilt;2008K1;0
Brønderslev;I alt;16 år;Fraskilt;2020K1;0
Brønderslev;I alt;17 år;Fraskilt;2008K1;0
Brønderslev;I alt;17 år;Fraskilt;2020K1;0
Brønderslev;I alt;18 år;Fraskilt;2008K1;0
Brønderslev;I alt;18 år;Fraskilt;2020K1;0
Brønderslev;I alt;19 år;Fraskilt;2008K1;0
Brønderslev;I alt;19 år;Fraskilt;2020K1;0
Brønderslev;I alt;20 år;Fraskilt;2008K1;0
Brønderslev;I alt;20 år;Fraskilt;2020K1;0
Brønderslev;I alt;21 år;Fraskilt;2008K1;0
Brønderslev;I alt;21 år;Fraskilt;2020K1;0
Brønderslev;I alt;22 år;Fraskilt;2008K1;0
Brønderslev;I alt;22 år;Fraskilt;2020K1;3
Brønderslev;I alt;23 år;Fraskilt;2008K1;1
Brønderslev;I alt;23 år;Fraskilt;2020K1;1
Brønderslev;I alt;24 år;Fraskilt;2008K1;2
Brønderslev;I alt;24 år;Fraskilt;2020K1;2
Brønderslev;I alt;25 år;Fraskilt;2008K1;0
Brønderslev;I alt;25 år;Fraskilt;2020K1;1
Brønderslev;I alt;26 år;Fraskilt;2008K1;7
Brønderslev;I alt;26 år;Fraskilt;2020K1;6
Brønderslev;I alt;27 år;Fraskilt;2008K1;8
Brønderslev;I alt;27 år;Fraskilt;2020K1;3
Brønderslev;I alt;28 år;Fraskilt;2008K1;9
Brønderslev;I alt;28 år;Fraskilt;2020K1;5
Brønderslev;I alt;29 år;Fraskilt;2008K1;6
Brønderslev;I alt;29 år;Fraskilt;2020K1;12
Brønderslev;I alt;30 år;Fraskilt;2008K1;11
Brønderslev;I alt;30 år;Fraskilt;2020K1;10
Brønderslev;I alt;31 år;Fraskilt;2008K1;11
Brønderslev;I alt;31 år;Fraskilt;2020K1;20
Brønderslev;I alt;32 år;Fraskilt;2008K1;19
Brønderslev;I alt;32 år;Fraskilt;2020K1;15
Brønderslev;I alt;33 år;Fraskilt;2008K1;20
Brønderslev;I alt;33 år;Fraskilt;2020K1;14
Brønderslev;I alt;34 år;Fraskilt;2008K1;28
Brønderslev;I alt;34 år;Fraskilt;2020K1;26
Brønderslev;I alt;35 år;Fraskilt;2008K1;36
Brønderslev;I alt;35 år;Fraskilt;2020K1;27
Brønderslev;I alt;36 år;Fraskilt;2008K1;30
Brønderslev;I alt;36 år;Fraskilt;2020K1;40
Brønderslev;I alt;37 år;Fraskilt;2008K1;33
Brønderslev;I alt;37 år;Fraskilt;2020K1;37
Brønderslev;I alt;38 år;Fraskilt;2008K1;56
Brønderslev;I alt;38 år;Fraskilt;2020K1;26
Brønderslev;I alt;39 år;Fraskilt;2008K1;56
Brønderslev;I alt;39 år;Fraskilt;2020K1;42
Brønderslev;I alt;40 år;Fraskilt;2008K1;53
Brønderslev;I alt;40 år;Fraskilt;2020K1;50
Brønderslev;I alt;41 år;Fraskilt;2008K1;64
Brønderslev;I alt;41 år;Fraskilt;2020K1;66
Brønderslev;I alt;42 år;Fraskilt;2008K1;54
Brønderslev;I alt;42 år;Fraskilt;2020K1;54
Brønderslev;I alt;43 år;Fraskilt;2008K1;87
Brønderslev;I alt;43 år;Fraskilt;2020K1;67
Brønderslev;I alt;44 år;Fraskilt;2008K1;68
Brønderslev;I alt;44 år;Fraskilt;2020K1;73
Brønderslev;I alt;45 år;Fraskilt;2008K1;74
Brønderslev;I alt;45 år;Fraskilt;2020K1;58
Brønderslev;I alt;46 år;Fraskilt;2008K1;50
Brønderslev;I alt;46 år;Fraskilt;2020K1;82
Brønderslev;I alt;47 år;Fraskilt;2008K1;67
Brønderslev;I alt;47 år;Fraskilt;2020K1;77
Brønderslev;I alt;48 år;Fraskilt;2008K1;69
Brønderslev;I alt;48 år;Fraskilt;2020K1;80
Brønderslev;I alt;49 år;Fraskilt;2008K1;52
Brønderslev;I alt;49 år;Fraskilt;2020K1;87
Brønderslev;I alt;50 år;Fraskilt;2008K1;64
Brønderslev;I alt;50 år;Fraskilt;2020K1;102
Brønderslev;I alt;51 år;Fraskilt;2008K1;55
Brønderslev;I alt;51 år;Fraskilt;2020K1;99
Brønderslev;I alt;52 år;Fraskilt;2008K1;68
Brønderslev;I alt;52 år;Fraskilt;2020K1;126
Brønderslev;I alt;53 år;Fraskilt;2008K1;69
Brønderslev;I alt;53 år;Fraskilt;2020K1;95
Brønderslev;I alt;54 år;Fraskilt;2008K1;54
Brønderslev;I alt;54 år;Fraskilt;2020K1;96
Brønderslev;I alt;55 år;Fraskilt;2008K1;48
Brønderslev;I alt;55 år;Fraskilt;2020K1;115
Brønderslev;I alt;56 år;Fraskilt;2008K1;64
Brønderslev;I alt;56 år;Fraskilt;2020K1;98
Brønderslev;I alt;57 år;Fraskilt;2008K1;59
Brønderslev;I alt;57 år;Fraskilt;2020K1;98
Brønderslev;I alt;58 år;Fraskilt;2008K1;59
Brønderslev;I alt;58 år;Fraskilt;2020K1;80
Brønderslev;I alt;59 år;Fraskilt;2008K1;63
Brønderslev;I alt;59 år;Fraskilt;2020K1;77
Brønderslev;I alt;60 år;Fraskilt;2008K1;56
Brønderslev;I alt;60 år;Fraskilt;2020K1;74
Brønderslev;I alt;61 år;Fraskilt;2008K1;57
Brønderslev;I alt;61 år;Fraskilt;2020K1;67
Brønderslev;I alt;62 år;Fraskilt;2008K1;57
Brønderslev;I alt;62 år;Fraskilt;2020K1;62
Brønderslev;I alt;63 år;Fraskilt;2008K1;51
Brønderslev;I alt;63 år;Fraskilt;2020K1;55
Brønderslev;I alt;64 år;Fraskilt;2008K1;58
Brønderslev;I alt;64 år;Fraskilt;2020K1;77
Brønderslev;I alt;65 år;Fraskilt;2008K1;46
Brønderslev;I alt;65 år;Fraskilt;2020K1;71
Brønderslev;I alt;66 år;Fraskilt;2008K1;44
Brønderslev;I alt;66 år;Fraskilt;2020K1;48
Brønderslev;I alt;67 år;Fraskilt;2008K1;40
Brønderslev;I alt;67 år;Fraskilt;2020K1;48
Brønderslev;I alt;68 år;Fraskilt;2008K1;25
Brønderslev;I alt;68 år;Fraskilt;2020K1;57
Brønderslev;I alt;69 år;Fraskilt;2008K1;29
Brønderslev;I alt;69 år;Fraskilt;2020K1;53
Brønderslev;I alt;70 år;Fraskilt;2008K1;24
Brønderslev;I alt;70 år;Fraskilt;2020K1;49
Brønderslev;I alt;71 år;Fraskilt;2008K1;23
Brønderslev;I alt;71 år;Fraskilt;2020K1;48
Brønderslev;I alt;72 år;Fraskilt;2008K1;21
Brønderslev;I alt;72 år;Fraskilt;2020K1;51
Brønderslev;I alt;73 år;Fraskilt;2008K1;30
Brønderslev;I alt;73 år;Fraskilt;2020K1;48
Brønderslev;I alt;74 år;Fraskilt;2008K1;11
Brønderslev;I alt;74 år;Fraskilt;2020K1;40
Brønderslev;I alt;75 år;Fraskilt;2008K1;18
Brønderslev;I alt;75 år;Fraskilt;2020K1;42
Brønderslev;I alt;76 år;Fraskilt;2008K1;11
Brønderslev;I alt;76 år;Fraskilt;2020K1;44
Brønderslev;I alt;77 år;Fraskilt;2008K1;11
Brønderslev;I alt;77 år;Fraskilt;2020K1;37
Brønderslev;I alt;78 år;Fraskilt;2008K1;8
Brønderslev;I alt;78 år;Fraskilt;2020K1;29
Brønderslev;I alt;79 år;Fraskilt;2008K1;3
Brønderslev;I alt;79 år;Fraskilt;2020K1;22
Brønderslev;I alt;80 år;Fraskilt;2008K1;9
Brønderslev;I alt;80 år;Fraskilt;2020K1;18
Brønderslev;I alt;81 år;Fraskilt;2008K1;5
Brønderslev;I alt;81 år;Fraskilt;2020K1;16
Brønderslev;I alt;82 år;Fraskilt;2008K1;6
Brønderslev;I alt;82 år;Fraskilt;2020K1;15
Brønderslev;I alt;83 år;Fraskilt;2008K1;4
Brønderslev;I alt;83 år;Fraskilt;2020K1;13
Brønderslev;I alt;84 år;Fraskilt;2008K1;5
Brønderslev;I alt;84 år;Fraskilt;2020K1;9
Brønderslev;I alt;85 år;Fraskilt;2008K1;6
Brønderslev;I alt;85 år;Fraskilt;2020K1;11
Brønderslev;I alt;86 år;Fraskilt;2008K1;3
Brønderslev;I alt;86 år;Fraskilt;2020K1;3
Brønderslev;I alt;87 år;Fraskilt;2008K1;1
Brønderslev;I alt;87 år;Fraskilt;2020K1;9
Brønderslev;I alt;88 år;Fraskilt;2008K1;0
Brønderslev;I alt;88 år;Fraskilt;2020K1;5
Brønderslev;I alt;89 år;Fraskilt;2008K1;1
Brønderslev;I alt;89 år;Fraskilt;2020K1;1
Brønderslev;I alt;90 år;Fraskilt;2008K1;2
Brønderslev;I alt;90 år;Fraskilt;2020K1;0
Brønderslev;I alt;91 år;Fraskilt;2008K1;1
Brønderslev;I alt;91 år;Fraskilt;2020K1;0
Brønderslev;I alt;92 år;Fraskilt;2008K1;0
Brønderslev;I alt;92 år;Fraskilt;2020K1;1
Brønderslev;I alt;93 år;Fraskilt;2008K1;2
Brønderslev;I alt;93 år;Fraskilt;2020K1;0
Brønderslev;I alt;94 år;Fraskilt;2008K1;0
Brønderslev;I alt;94 år;Fraskilt;2020K1;1
Brønderslev;I alt;95 år;Fraskilt;2008K1;0
Brønderslev;I alt;95 år;Fraskilt;2020K1;0
Brønderslev;I alt;96 år;Fraskilt;2008K1;0
Brønderslev;I alt;96 år;Fraskilt;2020K1;1
Brønderslev;I alt;97 år;Fraskilt;2008K1;0
Brønderslev;I alt;97 år;Fraskilt;2020K1;1
Brønderslev;I alt;98 år;Fraskilt;2008K1;0
Brønderslev;I alt;98 år;Fraskilt;2020K1;0
Brønderslev;I alt;99 år;Fraskilt;2008K1;0
Brønderslev;I alt;99 år;Fraskilt;2020K1;0
Brønderslev;I alt;100 år;Fraskilt;2008K1;0
Brønderslev;I alt;100 år;Fraskilt;2020K1;0
Brønderslev;I alt;101 år;Fraskilt;2008K1;0
Brønderslev;I alt;101 år;Fraskilt;2020K1;0
Brønderslev;I alt;102 år;Fraskilt;2008K1;0
Brønderslev;I alt;102 år;Fraskilt;2020K1;0
Brønderslev;I alt;103 år;Fraskilt;2008K1;0
Brønderslev;I alt;103 år;Fraskilt;2020K1;0
Brønderslev;I alt;104 år;Fraskilt;2008K1;0
Brønderslev;I alt;104 år;Fraskilt;2020K1;0
Brønderslev;I alt;105 år;Fraskilt;2008K1;0
Brønderslev;I alt;105 år;Fraskilt;2020K1;0
Brønderslev;I alt;106 år;Fraskilt;2008K1;0
Brønderslev;I alt;106 år;Fraskilt;2020K1;0
Brønderslev;I alt;107 år;Fraskilt;2008K1;0
Brønderslev;I alt;107 år;Fraskilt;2020K1;0
Brønderslev;I alt;108 år;Fraskilt;2008K1;0
Brønderslev;I alt;108 år;Fraskilt;2020K1;0
Brønderslev;I alt;109 år;Fraskilt;2008K1;0
Brønderslev;I alt;109 år;Fraskilt;2020K1;0
Brønderslev;I alt;110 år;Fraskilt;2008K1;0
Brønderslev;I alt;110 år;Fraskilt;2020K1;0
Brønderslev;I alt;111 år;Fraskilt;2008K1;0
Brønderslev;I alt;111 år;Fraskilt;2020K1;0
Brønderslev;I alt;112 år;Fraskilt;2008K1;0
Brønderslev;I alt;112 år;Fraskilt;2020K1;0
Brønderslev;I alt;113 år;Fraskilt;2008K1;0
Brønderslev;I alt;113 år;Fraskilt;2020K1;0
Brønderslev;I alt;114 år;Fraskilt;2008K1;0
Brønderslev;I alt;114 år;Fraskilt;2020K1;0
Brønderslev;I alt;115 år;Fraskilt;2008K1;0
Brønderslev;I alt;115 år;Fraskilt;2020K1;0
Brønderslev;I alt;116 år;Fraskilt;2008K1;0
Brønderslev;I alt;116 år;Fraskilt;2020K1;0
Brønderslev;I alt;117 år;Fraskilt;2008K1;0
Brønderslev;I alt;117 år;Fraskilt;2020K1;0
Brønderslev;I alt;118 år;Fraskilt;2008K1;0
Brønderslev;I alt;118 år;Fraskilt;2020K1;0
Brønderslev;I alt;119 år;Fraskilt;2008K1;0
Brønderslev;I alt;119 år;Fraskilt;2020K1;0
Brønderslev;I alt;120 år;Fraskilt;2008K1;0
Brønderslev;I alt;120 år;Fraskilt;2020K1;0
Brønderslev;I alt;121 år;Fraskilt;2008K1;0
Brønderslev;I alt;121 år;Fraskilt;2020K1;0
Brønderslev;I alt;122 år;Fraskilt;2008K1;0
Brønderslev;I alt;122 år;Fraskilt;2020K1;0
Brønderslev;I alt;123 år;Fraskilt;2008K1;0
Brønderslev;I alt;123 år;Fraskilt;2020K1;0
Brønderslev;I alt;124 år;Fraskilt;2008K1;0
Brønderslev;I alt;124 år;Fraskilt;2020K1;0
Brønderslev;I alt;125 år;Fraskilt;2008K1;0
Brønderslev;I alt;125 år;Fraskilt;2020K1;0
Brønderslev;Mænd;I alt;Fraskilt;2008K1;1066
Brønderslev;Mænd;I alt;Fraskilt;2020K1;1449
Brønderslev;Mænd;0 år;Fraskilt;2008K1;0
Brønderslev;Mænd;0 år;Fraskilt;2020K1;0
Brønderslev;Mænd;1 år;Fraskilt;2008K1;0
Brønderslev;Mænd;1 år;Fraskilt;2020K1;0
Brønderslev;Mænd;2 år;Fraskilt;2008K1;0
Brønderslev;Mænd;2 år;Fraskilt;2020K1;0
Brønderslev;Mænd;3 år;Fraskilt;2008K1;0
Brønderslev;Mænd;3 år;Fraskilt;2020K1;0
Brønderslev;Mænd;4 år;Fraskilt;2008K1;0
Brønderslev;Mænd;4 år;Fraskilt;2020K1;0
Brønderslev;Mænd;5 år;Fraskilt;2008K1;0
Brønderslev;Mænd;5 år;Fraskilt;2020K1;0
Brønderslev;Mænd;6 år;Fraskilt;2008K1;0
Brønderslev;Mænd;6 år;Fraskilt;2020K1;0
Brønderslev;Mænd;7 år;Fraskilt;2008K1;0
Brønderslev;Mænd;7 år;Fraskilt;2020K1;0
Brønderslev;Mænd;8 år;Fraskilt;2008K1;0
Brønderslev;Mænd;8 år;Fraskilt;2020K1;0
Brønderslev;Mænd;9 år;Fraskilt;2008K1;0
Brønderslev;Mænd;9 år;Fraskilt;2020K1;0
Brønderslev;Mænd;10 år;Fraskilt;2008K1;0
Brønderslev;Mænd;10 år;Fraskilt;2020K1;0
Brønderslev;Mænd;11 år;Fraskilt;2008K1;0
Brønderslev;Mænd;11 år;Fraskilt;2020K1;0
Brønderslev;Mænd;12 år;Fraskilt;2008K1;0
Brønderslev;Mænd;12 år;Fraskilt;2020K1;0
Brønderslev;Mænd;13 år;Fraskilt;2008K1;0
Brønderslev;Mænd;13 år;Fraskilt;2020K1;0
Brønderslev;Mænd;14 år;Fraskilt;2008K1;0
Brønderslev;Mænd;14 år;Fraskilt;2020K1;0
Brønderslev;Mænd;15 år;Fraskilt;2008K1;0
Brønderslev;Mænd;15 år;Fraskilt;2020K1;0
Brønderslev;Mænd;16 år;Fraskilt;2008K1;0
Brønderslev;Mænd;16 år;Fraskilt;2020K1;0
Brønderslev;Mænd;17 år;Fraskilt;2008K1;0
Brønderslev;Mænd;17 år;Fraskilt;2020K1;0
Brønderslev;Mænd;18 år;Fraskilt;2008K1;0
Brønderslev;Mænd;18 år;Fraskilt;2020K1;0
Brønderslev;Mænd;19 år;Fraskilt;2008K1;0
Brønderslev;Mænd;19 år;Fraskilt;2020K1;0
Brønderslev;Mænd;20 år;Fraskilt;2008K1;0
Brønderslev;Mænd;20 år;Fraskilt;2020K1;0
Brønderslev;Mænd;21 år;Fraskilt;2008K1;0
Brønderslev;Mænd;21 år;Fraskilt;2020K1;0
Brønderslev;Mænd;22 år;Fraskilt;2008K1;0
Brønderslev;Mænd;22 år;Fraskilt;2020K1;1
Brønderslev;Mænd;23 år;Fraskilt;2008K1;0
Brønderslev;Mænd;23 år;Fraskilt;2020K1;0
Brønderslev;Mænd;24 år;Fraskilt;2008K1;1
Brønderslev;Mænd;24 år;Fraskilt;2020K1;2
Brønderslev;Mænd;25 år;Fraskilt;2008K1;0
Brønderslev;Mænd;25 år;Fraskilt;2020K1;0
Brønderslev;Mænd;26 år;Fraskilt;2008K1;3
Brønderslev;Mænd;26 år;Fraskilt;2020K1;0
Brønderslev;Mænd;27 år;Fraskilt;2008K1;3
Brønderslev;Mænd;27 år;Fraskilt;2020K1;2
Brønderslev;Mænd;28 år;Fraskilt;2008K1;3
Brønderslev;Mænd;28 år;Fraskilt;2020K1;1
Brønderslev;Mænd;29 år;Fraskilt;2008K1;2
Brønderslev;Mænd;29 år;Fraskilt;2020K1;4
Brønderslev;Mænd;30 år;Fraskilt;2008K1;2
Brønderslev;Mænd;30 år;Fraskilt;2020K1;5
Brønderslev;Mænd;31 år;Fraskilt;2008K1;5
Brønderslev;Mænd;31 år;Fraskilt;2020K1;8
Brønderslev;Mænd;32 år;Fraskilt;2008K1;8
Brønderslev;Mænd;32 år;Fraskilt;2020K1;5
Brønderslev;Mænd;33 år;Fraskilt;2008K1;10
Brønderslev;Mænd;33 år;Fraskilt;2020K1;3
Brønderslev;Mænd;34 år;Fraskilt;2008K1;8
Brønderslev;Mænd;34 år;Fraskilt;2020K1;13
Brønderslev;Mænd;35 år;Fraskilt;2008K1;15
Brønderslev;Mænd;35 år;Fraskilt;2020K1;10
Brønderslev;Mænd;36 år;Fraskilt;2008K1;11
Brønderslev;Mænd;36 år;Fraskilt;2020K1;11
Brønderslev;Mænd;37 år;Fraskilt;2008K1;16
Brønderslev;Mænd;37 år;Fraskilt;2020K1;16
Brønderslev;Mænd;38 år;Fraskilt;2008K1;30
Brønderslev;Mænd;38 år;Fraskilt;2020K1;11
Brønderslev;Mænd;39 år;Fraskilt;2008K1;21
Brønderslev;Mænd;39 år;Fraskilt;2020K1;21
Brønderslev;Mænd;40 år;Fraskilt;2008K1;27
Brønderslev;Mænd;40 år;Fraskilt;2020K1;28
Brønderslev;Mænd;41 år;Fraskilt;2008K1;28
Brønderslev;Mænd;41 år;Fraskilt;2020K1;25
Brønderslev;Mænd;42 år;Fraskilt;2008K1;24
Brønderslev;Mænd;42 år;Fraskilt;2020K1;22
Brønderslev;Mænd;43 år;Fraskilt;2008K1;46
Brønderslev;Mænd;43 år;Fraskilt;2020K1;32
Brønderslev;Mænd;44 år;Fraskilt;2008K1;36
Brønderslev;Mænd;44 år;Fraskilt;2020K1;31
Brønderslev;Mænd;45 år;Fraskilt;2008K1;35
Brønderslev;Mænd;45 år;Fraskilt;2020K1;26
Brønderslev;Mænd;46 år;Fraskilt;2008K1;22
Brønderslev;Mænd;46 år;Fraskilt;2020K1;40
Brønderslev;Mænd;47 år;Fraskilt;2008K1;32
Brønderslev;Mænd;47 år;Fraskilt;2020K1;41
Brønderslev;Mænd;48 år;Fraskilt;2008K1;33
Brønderslev;Mænd;48 år;Fraskilt;2020K1;39
Brønderslev;Mænd;49 år;Fraskilt;2008K1;24
Brønderslev;Mænd;49 år;Fraskilt;2020K1;39
Brønderslev;Mænd;50 år;Fraskilt;2008K1;31
Brønderslev;Mænd;50 år;Fraskilt;2020K1;50
