OMRÅDE;KØN;ALDER;CIVILSTAND;TID;INDHOLD
Hele landet;I alt;I alt;Fraskilt;2008K1;428864
Hele landet;I alt;I alt;Fraskilt;2020K1;544588
Hele landet;I alt;0 år;Fraskilt;2008K1;0
Hele landet;I alt;0 år;Fraskilt;2020K1;0
Hele landet;I alt;1 år;Fraskilt;2008K1;0
Hele landet;I alt;1 år;Fraskilt;2020K1;0
Hele landet;I alt;2 år;Fraskilt;2008K1;0
Hele landet;I alt;2 år;Fraskilt;2020K1;0
Hele landet;I alt;3 år;Fraskilt;2008K1;0
Hele landet;I alt;3 år;Fraskilt;2020K1;0
Hele landet;I alt;4 år;Fraskilt;2008K1;0
Hele landet;I alt;4 år;Fraskilt;2020K1;0
Hele landet;I alt;5 år;Fraskilt;2008K1;0
Hele landet;I alt;5 år;Fraskilt;2020K1;0
Hele landet;I alt;6 år;Fraskilt;2008K1;0
Hele landet;I alt;6 år;Fraskilt;2020K1;0
Hele landet;I alt;7 år;Fraskilt;2008K1;0
Hele landet;I alt;7 år;Fraskilt;2020K1;0
Hele landet;I alt;8 år;Fraskilt;2008K1;0
Hele landet;I alt;8 år;Fraskilt;2020K1;0
Hele landet;I alt;9 år;Fraskilt;2008K1;0
Hele landet;I alt;9 år;Fraskilt;2020K1;0
Hele landet;I alt;10 år;Fraskilt;2008K1;0
Hele landet;I alt;10 år;Fraskilt;2020K1;0
Hele landet;I alt;11 år;Fraskilt;2008K1;0
Hele landet;I alt;11 år;Fraskilt;2020K1;0
Hele landet;I alt;12 år;Fraskilt;2008K1;0
Hele landet;I alt;12 år;Fraskilt;2020K1;0
Hele landet;I alt;13 år;Fraskilt;2008K1;0
Hele landet;I alt;13 år;Fraskilt;2020K1;0
Hele landet;I alt;14 år;Fraskilt;2008K1;0
Hele landet;I alt;14 år;Fraskilt;2020K1;0
Hele landet;I alt;15 år;Fraskilt;2008K1;0
Hele landet;I alt;15 år;Fraskilt;2020K1;0
Hele landet;I alt;16 år;Fraskilt;2008K1;0
Hele landet;I alt;16 år;Fraskilt;2020K1;0
Hele landet;I alt;17 år;Fraskilt;2008K1;0
Hele landet;I alt;17 år;Fraskilt;2020K1;0
Hele landet;I alt;18 år;Fraskilt;2008K1;1
Hele landet;I alt;18 år;Fraskilt;2020K1;0
Hele landet;I alt;19 år;Fraskilt;2008K1;4
Hele landet;I alt;19 år;Fraskilt;2020K1;4
Hele landet;I alt;20 år;Fraskilt;2008K1;13
Hele landet;I alt;20 år;Fraskilt;2020K1;16
Hele landet;I alt;21 år;Fraskilt;2008K1;35
Hele landet;I alt;21 år;Fraskilt;2020K1;29
Hele landet;I alt;22 år;Fraskilt;2008K1;80
Hele landet;I alt;22 år;Fraskilt;2020K1;80
Hele landet;I alt;23 år;Fraskilt;2008K1;125
Hele landet;I alt;23 år;Fraskilt;2020K1;168
Hele landet;I alt;24 år;Fraskilt;2008K1;230
Hele landet;I alt;24 år;Fraskilt;2020K1;249
Hele landet;I alt;25 år;Fraskilt;2008K1;418
Hele landet;I alt;25 år;Fraskilt;2020K1;369
Hele landet;I alt;26 år;Fraskilt;2008K1;639
Hele landet;I alt;26 år;Fraskilt;2020K1;603
Hele landet;I alt;27 år;Fraskilt;2008K1;940
Hele landet;I alt;27 år;Fraskilt;2020K1;781
Hele landet;I alt;28 år;Fraskilt;2008K1;1328
Hele landet;I alt;28 år;Fraskilt;2020K1;1061
Hele landet;I alt;29 år;Fraskilt;2008K1;1751
Hele landet;I alt;29 år;Fraskilt;2020K1;1333
Hele landet;I alt;30 år;Fraskilt;2008K1;2144
Hele landet;I alt;30 år;Fraskilt;2020K1;1704
Hele landet;I alt;31 år;Fraskilt;2008K1;2738
Hele landet;I alt;31 år;Fraskilt;2020K1;2187
Hele landet;I alt;32 år;Fraskilt;2008K1;3502
Hele landet;I alt;32 år;Fraskilt;2020K1;2603
Hele landet;I alt;33 år;Fraskilt;2008K1;4062
Hele landet;I alt;33 år;Fraskilt;2020K1;3034
Hele landet;I alt;34 år;Fraskilt;2008K1;4820
Hele landet;I alt;34 år;Fraskilt;2020K1;3515
Hele landet;I alt;35 år;Fraskilt;2008K1;5666
Hele landet;I alt;35 år;Fraskilt;2020K1;4009
Hele landet;I alt;36 år;Fraskilt;2008K1;6299
Hele landet;I alt;36 år;Fraskilt;2020K1;4486
Hele landet;I alt;37 år;Fraskilt;2008K1;6617
Hele landet;I alt;37 år;Fraskilt;2020K1;5262
Hele landet;I alt;38 år;Fraskilt;2008K1;7284
Hele landet;I alt;38 år;Fraskilt;2020K1;5738
Hele landet;I alt;39 år;Fraskilt;2008K1;8326
Hele landet;I alt;39 år;Fraskilt;2020K1;6746
Hele landet;I alt;40 år;Fraskilt;2008K1;9339
Hele landet;I alt;40 år;Fraskilt;2020K1;7537
Hele landet;I alt;41 år;Fraskilt;2008K1;10851
Hele landet;I alt;41 år;Fraskilt;2020K1;8801
Hele landet;I alt;42 år;Fraskilt;2008K1;10933
Hele landet;I alt;42 år;Fraskilt;2020K1;9403
Hele landet;I alt;43 år;Fraskilt;2008K1;11192
Hele landet;I alt;43 år;Fraskilt;2020K1;10528
Hele landet;I alt;44 år;Fraskilt;2008K1;11111
Hele landet;I alt;44 år;Fraskilt;2020K1;12011
Hele landet;I alt;45 år;Fraskilt;2008K1;11063
Hele landet;I alt;45 år;Fraskilt;2020K1;12580
Hele landet;I alt;46 år;Fraskilt;2008K1;10951
Hele landet;I alt;46 år;Fraskilt;2020K1;13283
Hele landet;I alt;47 år;Fraskilt;2008K1;11336
Hele landet;I alt;47 år;Fraskilt;2020K1;14419
Hele landet;I alt;48 år;Fraskilt;2008K1;10965
Hele landet;I alt;48 år;Fraskilt;2020K1;14468
Hele landet;I alt;49 år;Fraskilt;2008K1;11025
Hele landet;I alt;49 år;Fraskilt;2020K1;14583
Hele landet;I alt;50 år;Fraskilt;2008K1;11008
Hele landet;I alt;50 år;Fraskilt;2020K1;14514
Hele landet;I alt;51 år;Fraskilt;2008K1;11163
Hele landet;I alt;51 år;Fraskilt;2020K1;15629
Hele landet;I alt;52 år;Fraskilt;2008K1;11194
Hele landet;I alt;52 år;Fraskilt;2020K1;16860
Hele landet;I alt;53 år;Fraskilt;2008K1;11043
Hele landet;I alt;53 år;Fraskilt;2020K1;18059
Hele landet;I alt;54 år;Fraskilt;2008K1;11305
Hele landet;I alt;54 år;Fraskilt;2020K1;17546
Hele landet;I alt;55 år;Fraskilt;2008K1;11075
Hele landet;I alt;55 år;Fraskilt;2020K1;16788
Hele landet;I alt;56 år;Fraskilt;2008K1;11016
Hele landet;I alt;56 år;Fraskilt;2020K1;16167
Hele landet;I alt;57 år;Fraskilt;2008K1;11613
Hele landet;I alt;57 år;Fraskilt;2020K1;15129
Hele landet;I alt;58 år;Fraskilt;2008K1;11406
Hele landet;I alt;58 år;Fraskilt;2020K1;14302
Hele landet;I alt;59 år;Fraskilt;2008K1;11743
Hele landet;I alt;59 år;Fraskilt;2020K1;14086
Hele landet;I alt;60 år;Fraskilt;2008K1;12239
Hele landet;I alt;60 år;Fraskilt;2020K1;12927
Hele landet;I alt;61 år;Fraskilt;2008K1;12608
Hele landet;I alt;61 år;Fraskilt;2020K1;12603
Hele landet;I alt;62 år;Fraskilt;2008K1;12009
Hele landet;I alt;62 år;Fraskilt;2020K1;12086
Hele landet;I alt;63 år;Fraskilt;2008K1;11147
Hele landet;I alt;63 år;Fraskilt;2020K1;11835
Hele landet;I alt;64 år;Fraskilt;2008K1;10146
Hele landet;I alt;64 år;Fraskilt;2020K1;11507
Hele landet;I alt;65 år;Fraskilt;2008K1;9403
Hele landet;I alt;65 år;Fraskilt;2020K1;11187
Hele landet;I alt;66 år;Fraskilt;2008K1;8009
Hele landet;I alt;66 år;Fraskilt;2020K1;11042
Hele landet;I alt;67 år;Fraskilt;2008K1;7577
Hele landet;I alt;67 år;Fraskilt;2020K1;10461
Hele landet;I alt;68 år;Fraskilt;2008K1;6855
Hele landet;I alt;68 år;Fraskilt;2020K1;10037
Hele landet;I alt;69 år;Fraskilt;2008K1;6430
Hele landet;I alt;69 år;Fraskilt;2020K1;10373
Hele landet;I alt;70 år;Fraskilt;2008K1;5905
Hele landet;I alt;70 år;Fraskilt;2020K1;9889
Hele landet;I alt;71 år;Fraskilt;2008K1;5241
Hele landet;I alt;71 år;Fraskilt;2020K1;9925
Hele landet;I alt;72 år;Fraskilt;2008K1;4782
Hele landet;I alt;72 år;Fraskilt;2020K1;10311
Hele landet;I alt;73 år;Fraskilt;2008K1;4365
Hele landet;I alt;73 år;Fraskilt;2020K1;10213
Hele landet;I alt;74 år;Fraskilt;2008K1;3931
Hele landet;I alt;74 år;Fraskilt;2020K1;9363
Hele landet;I alt;75 år;Fraskilt;2008K1;3459
Hele landet;I alt;75 år;Fraskilt;2020K1;8485
Hele landet;I alt;76 år;Fraskilt;2008K1;3195
Hele landet;I alt;76 år;Fraskilt;2020K1;7489
Hele landet;I alt;77 år;Fraskilt;2008K1;2794
Hele landet;I alt;77 år;Fraskilt;2020K1;6781
Hele landet;I alt;78 år;Fraskilt;2008K1;2690
Hele landet;I alt;78 år;Fraskilt;2020K1;5537
Hele landet;I alt;79 år;Fraskilt;2008K1;2409
Hele landet;I alt;79 år;Fraskilt;2020K1;5010
Hele landet;I alt;80 år;Fraskilt;2008K1;2165
Hele landet;I alt;80 år;Fraskilt;2020K1;4449
Hele landet;I alt;81 år;Fraskilt;2008K1;1950
Hele landet;I alt;81 år;Fraskilt;2020K1;3935
Hele landet;I alt;82 år;Fraskilt;2008K1;1751
Hele landet;I alt;82 år;Fraskilt;2020K1;3356
Hele landet;I alt;83 år;Fraskilt;2008K1;1565
Hele landet;I alt;83 år;Fraskilt;2020K1;2775
Hele landet;I alt;84 år;Fraskilt;2008K1;1365
Hele landet;I alt;84 år;Fraskilt;2020K1;2352
Hele landet;I alt;85 år;Fraskilt;2008K1;1210
Hele landet;I alt;85 år;Fraskilt;2020K1;2016
Hele landet;I alt;86 år;Fraskilt;2008K1;1122
Hele landet;I alt;86 år;Fraskilt;2020K1;1675
Hele landet;I alt;87 år;Fraskilt;2008K1;916
Hele landet;I alt;87 år;Fraskilt;2020K1;1325
Hele landet;I alt;88 år;Fraskilt;2008K1;686
Hele landet;I alt;88 år;Fraskilt;2020K1;1090
Hele landet;I alt;89 år;Fraskilt;2008K1;609
Hele landet;I alt;89 år;Fraskilt;2020K1;829
Hele landet;I alt;90 år;Fraskilt;2008K1;456
Hele landet;I alt;90 år;Fraskilt;2020K1;714
Hele landet;I alt;91 år;Fraskilt;2008K1;406
Hele landet;I alt;91 år;Fraskilt;2020K1;588
Hele landet;I alt;92 år;Fraskilt;2008K1;306
Hele landet;I alt;92 år;Fraskilt;2020K1;464
Hele landet;I alt;93 år;Fraskilt;2008K1;254
Hele landet;I alt;93 år;Fraskilt;2020K1;385
Hele landet;I alt;94 år;Fraskilt;2008K1;168
Hele landet;I alt;94 år;Fraskilt;2020K1;275
Hele landet;I alt;95 år;Fraskilt;2008K1;138
Hele landet;I alt;95 år;Fraskilt;2020K1;216
Hele landet;I alt;96 år;Fraskilt;2008K1;74
Hele landet;I alt;96 år;Fraskilt;2020K1;145
Hele landet;I alt;97 år;Fraskilt;2008K1;70
Hele landet;I alt;97 år;Fraskilt;2020K1;84
Hele landet;I alt;98 år;Fraskilt;2008K1;45
Hele landet;I alt;98 år;Fraskilt;2020K1;65
Hele landet;I alt;99 år;Fraskilt;2008K1;28
Hele landet;I alt;99 år;Fraskilt;2020K1;48
Hele landet;I alt;100 år;Fraskilt;2008K1;17
Hele landet;I alt;100 år;Fraskilt;2020K1;26
Hele landet;I alt;101 år;Fraskilt;2008K1;9
Hele landet;I alt;101 år;Fraskilt;2020K1;21
Hele landet;I alt;102 år;Fraskilt;2008K1;2
Hele landet;I alt;102 år;Fraskilt;2020K1;10
Hele landet;I alt;103 år;Fraskilt;2008K1;2
Hele landet;I alt;103 år;Fraskilt;2020K1;11
Hele landet;I alt;104 år;Fraskilt;2008K1;2
Hele landet;I alt;104 år;Fraskilt;2020K1;1
Hele landet;I alt;105 år;Fraskilt;2008K1;0
Hele landet;I alt;105 år;Fraskilt;2020K1;1
Hele landet;I alt;106 år;Fraskilt;2008K1;0
Hele landet;I alt;106 år;Fraskilt;2020K1;1
Hele landet;I alt;107 år;Fraskilt;2008K1;0
Hele landet;I alt;107 år;Fraskilt;2020K1;0
Hele landet;I alt;108 år;Fraskilt;2008K1;0
Hele landet;I alt;108 år;Fraskilt;2020K1;0
Hele landet;I alt;109 år;Fraskilt;2008K1;0
Hele landet;I alt;109 år;Fraskilt;2020K1;0
Hele landet;I alt;110 år;Fraskilt;2008K1;0
Hele landet;I alt;110 år;Fraskilt;2020K1;0
Hele landet;I alt;111 år;Fraskilt;2008K1;0
Hele landet;I alt;111 år;Fraskilt;2020K1;0
Hele landet;I alt;112 år;Fraskilt;2008K1;0
Hele landet;I alt;112 år;Fraskilt;2020K1;0
Hele landet;I alt;113 år;Fraskilt;2008K1;0
Hele landet;I alt;113 år;Fraskilt;2020K1;0
Hele landet;I alt;114 år;Fraskilt;2008K1;0
Hele landet;I alt;114 år;Fraskilt;2020K1;0
Hele landet;I alt;115 år;Fraskilt;2008K1;0
Hele landet;I alt;115 år;Fraskilt;2020K1;0
Hele landet;I alt;116 år;Fraskilt;2008K1;0
Hele landet;I alt;116 år;Fraskilt;2020K1;0
Hele landet;I alt;117 år;Fraskilt;2008K1;0
Hele landet;I alt;117 år;Fraskilt;2020K1;0
Hele landet;I alt;118 år;Fraskilt;2008K1;0
Hele landet;I alt;118 år;Fraskilt;2020K1;0
Hele landet;I alt;119 år;Fraskilt;2008K1;0
Hele landet;I alt;119 år;Fraskilt;2020K1;0
Hele landet;I alt;120 år;Fraskilt;2008K1;0
Hele landet;I alt;120 år;Fraskilt;2020K1;0
Hele landet;I alt;121 år;Fraskilt;2008K1;0
Hele landet;I alt;121 år;Fraskilt;2020K1;0
Hele landet;I alt;122 år;Fraskilt;2008K1;0
Hele landet;I alt;122 år;Fraskilt;2020K1;0
Hele landet;I alt;123 år;Fraskilt;2008K1;0
Hele landet;I alt;123 år;Fraskilt;2020K1;0
Hele landet;I alt;124 år;Fraskilt;2008K1;0
Hele landet;I alt;124 år;Fraskilt;2020K1;0
Hele landet;I alt;125 år;Fraskilt;2008K1;0
Hele landet;I alt;125 år;Fraskilt;2020K1;0
Hele landet;Mænd;I alt;Fraskilt;2008K1;186566
Hele landet;Mænd;I alt;Fraskilt;2020K1;236132
Hele landet;Mænd;0 år;Fraskilt;2008K1;0
Hele landet;Mænd;0 år;Fraskilt;2020K1;0
Hele landet;Mænd;1 år;Fraskilt;2008K1;0
Hele landet;Mænd;1 år;Fraskilt;2020K1;0
Hele landet;Mænd;2 år;Fraskilt;2008K1;0
Hele landet;Mænd;2 år;Fraskilt;2020K1;0
Hele landet;Mænd;3 år;Fraskilt;2008K1;0
Hele landet;Mænd;3 år;Fraskilt;2020K1;0
Hele landet;Mænd;4 år;Fraskilt;2008K1;0
Hele landet;Mænd;4 år;Fraskilt;2020K1;0
Hele landet;Mænd;5 år;Fraskilt;2008K1;0
Hele landet;Mænd;5 år;Fraskilt;2020K1;0
Hele landet;Mænd;6 år;Fraskilt;2008K1;0
Hele landet;Mænd;6 år;Fraskilt;2020K1;0
Hele landet;Mænd;7 år;Fraskilt;2008K1;0
Hele landet;Mænd;7 år;Fraskilt;2020K1;0
Hele landet;Mænd;8 år;Fraskilt;2008K1;0
Hele landet;Mænd;8 år;Fraskilt;2020K1;0
Hele landet;Mænd;9 år;Fraskilt;2008K1;0
Hele landet;Mænd;9 år;Fraskilt;2020K1;0
Hele landet;Mænd;10 år;Fraskilt;2008K1;0
Hele landet;Mænd;10 år;Fraskilt;2020K1;0
Hele landet;Mænd;11 år;Fraskilt;2008K1;0
Hele landet;Mænd;11 år;Fraskilt;2020K1;0
Hele landet;Mænd;12 år;Fraskilt;2008K1;0
Hele landet;Mænd;12 år;Fraskilt;2020K1;0
Hele landet;Mænd;13 år;Fraskilt;2008K1;0
Hele landet;Mænd;13 år;Fraskilt;2020K1;0
Hele landet;Mænd;14 år;Fraskilt;2008K1;0
Hele landet;Mænd;14 år;Fraskilt;2020K1;0
Hele landet;Mænd;15 år;Fraskilt;2008K1;0
Hele landet;Mænd;15 år;Fraskilt;2020K1;0
Hele landet;Mænd;16 år;Fraskilt;2008K1;0
Hele landet;Mænd;16 år;Fraskilt;2020K1;0
Hele landet;Mænd;17 år;Fraskilt;2008K1;0
Hele landet;Mænd;17 år;Fraskilt;2020K1;0
Hele landet;Mænd;18 år;Fraskilt;2008K1;1
Hele landet;Mænd;18 år;Fraskilt;2020K1;0
Hele landet;Mænd;19 år;Fraskilt;2008K1;1
Hele landet;Mænd;19 år;Fraskilt;2020K1;1
Hele landet;Mænd;20 år;Fraskilt;2008K1;2
Hele landet;Mænd;20 år;Fraskilt;2020K1;2
Hele landet;Mænd;21 år;Fraskilt;2008K1;6
Hele landet;Mænd;21 år;Fraskilt;2020K1;6
Hele landet;Mænd;22 år;Fraskilt;2008K1;12
Hele landet;Mænd;22 år;Fraskilt;2020K1;20
Hele landet;Mænd;23 år;Fraskilt;2008K1;26
Hele landet;Mænd;23 år;Fraskilt;2020K1;40
Hele landet;Mænd;24 år;Fraskilt;2008K1;46
Hele landet;Mænd;24 år;Fraskilt;2020K1;74
Hele landet;Mænd;25 år;Fraskilt;2008K1;102
Hele landet;Mænd;25 år;Fraskilt;2020K1;117
Hele landet;Mænd;26 år;Fraskilt;2008K1;183
Hele landet;Mænd;26 år;Fraskilt;2020K1;168
Hele landet;Mænd;27 år;Fraskilt;2008K1;277
Hele landet;Mænd;27 år;Fraskilt;2020K1;258
Hele landet;Mænd;28 år;Fraskilt;2008K1;416
Hele landet;Mænd;28 år;Fraskilt;2020K1;347
Hele landet;Mænd;29 år;Fraskilt;2008K1;566
Hele landet;Mænd;29 år;Fraskilt;2020K1;485
Hele landet;Mænd;30 år;Fraskilt;2008K1;720
Hele landet;Mænd;30 år;Fraskilt;2020K1;601
Hele landet;Mænd;31 år;Fraskilt;2008K1;1005
Hele landet;Mænd;31 år;Fraskilt;2020K1;812
Hele landet;Mænd;32 år;Fraskilt;2008K1;1358
Hele landet;Mænd;32 år;Fraskilt;2020K1;947
Hele landet;Mænd;33 år;Fraskilt;2008K1;1600
Hele landet;Mænd;33 år;Fraskilt;2020K1;1175
Hele landet;Mænd;34 år;Fraskilt;2008K1;1941
Hele landet;Mænd;34 år;Fraskilt;2020K1;1378
Hele landet;Mænd;35 år;Fraskilt;2008K1;2227
Hele landet;Mænd;35 år;Fraskilt;2020K1;1622
Hele landet;Mænd;36 år;Fraskilt;2008K1;2678
Hele landet;Mænd;36 år;Fraskilt;2020K1;1744
Hele landet;Mænd;37 år;Fraskilt;2008K1;2818
Hele landet;Mænd;37 år;Fraskilt;2020K1;2098
Hele landet;Mænd;38 år;Fraskilt;2008K1;3114
Hele landet;Mænd;38 år;Fraskilt;2020K1;2254
Hele landet;Mænd;39 år;Fraskilt;2008K1;3619
Hele landet;Mænd;39 år;Fraskilt;2020K1;2665
Hele landet;Mænd;40 år;Fraskilt;2008K1;4160
Hele landet;Mænd;40 år;Fraskilt;2020K1;3138
Hele landet;Mænd;41 år;Fraskilt;2008K1;4765
Hele landet;Mænd;41 år;Fraskilt;2020K1;3558
Hele landet;Mænd;42 år;Fraskilt;2008K1;5006
Hele landet;Mænd;42 år;Fraskilt;2020K1;4007
Hele landet;Mænd;43 år;Fraskilt;2008K1;4895
Hele landet;Mænd;43 år;Fraskilt;2020K1;4431
Hele landet;Mænd;44 år;Fraskilt;2008K1;4984
Hele landet;Mænd;44 år;Fraskilt;2020K1;5207
Hele landet;Mænd;45 år;Fraskilt;2008K1;4936
Hele landet;Mænd;45 år;Fraskilt;2020K1;5356
Hele landet;Mænd;46 år;Fraskilt;2008K1;4970
Hele landet;Mænd;46 år;Fraskilt;2020K1;5847
Hele landet;Mænd;47 år;Fraskilt;2008K1;5251
Hele landet;Mænd;47 år;Fraskilt;2020K1;6241
Hele landet;Mænd;48 år;Fraskilt;2008K1;5020
Hele landet;Mænd;48 år;Fraskilt;2020K1;6457
Hele landet;Mænd;49 år;Fraskilt;2008K1;5250
Hele landet;Mænd;49 år;Fraskilt;2020K1;6561
Hele landet;Mænd;50 år;Fraskilt;2008K1;5071
Hele landet;Mænd;50 år;Fraskilt;2020K1;6584
Hele landet;Mænd;51 år;Fraskilt;2008K1;5121
Hele landet;Mænd;51 år;Fraskilt;2020K1;7148
Hele landet;Mænd;52 år;Fraskilt;2008K1;5185
Hele landet;Mænd;52 år;Fraskilt;2020K1;7707
Hele landet;Mænd;53 år;Fraskilt;2008K1;5040
Hele landet;Mænd;53 år;Fraskilt;2020K1;8377
Hele landet;Mænd;54 år;Fraskilt;2008K1;5149
Hele landet;Mænd;54 år;Fraskilt;2020K1;8255
Hele landet;Mænd;55 år;Fraskilt;2008K1;5101
Hele landet;Mænd;55 år;Fraskilt;2020K1;7682
Hele landet;Mænd;56 år;Fraskilt;2008K1;5085
Hele landet;Mænd;56 år;Fraskilt;2020K1;7517
Hele landet;Mænd;57 år;Fraskilt;2008K1;5284
Hele landet;Mænd;57 år;Fraskilt;2020K1;7093
Hele landet;Mænd;58 år;Fraskilt;2008K1;5151
Hele landet;Mænd;58 år;Fraskilt;2020K1;6569
Hele landet;Mænd;59 år;Fraskilt;2008K1;5291
Hele landet;Mænd;59 år;Fraskilt;2020K1;6640
Hele landet;Mænd;60 år;Fraskilt;2008K1;5445
Hele landet;Mænd;60 år;Fraskilt;2020K1;6025
Hele landet;Mænd;61 år;Fraskilt;2008K1;5688
Hele landet;Mænd;61 år;Fraskilt;2020K1;6037
Hele landet;Mænd;62 år;Fraskilt;2008K1;5398
Hele landet;Mænd;62 år;Fraskilt;2020K1;5514
Hele landet;Mænd;63 år;Fraskilt;2008K1;4962
Hele landet;Mænd;63 år;Fraskilt;2020K1;5387
Hele landet;Mænd;64 år;Fraskilt;2008K1;4453
Hele landet;Mænd;64 år;Fraskilt;2020K1;5248
Hele landet;Mænd;65 år;Fraskilt;2008K1;4203
Hele landet;Mænd;65 år;Fraskilt;2020K1;4998
Hele landet;Mænd;66 år;Fraskilt;2008K1;3529
Hele landet;Mænd;66 år;Fraskilt;2020K1;4864
Hele landet;Mænd;67 år;Fraskilt;2008K1;3339
Hele landet;Mænd;67 år;Fraskilt;2020K1;4619
Hele landet;Mænd;68 år;Fraskilt;2008K1;2983
Hele landet;Mænd;68 år;Fraskilt;2020K1;4454
Hele landet;Mænd;69 år;Fraskilt;2008K1;2801
Hele landet;Mænd;69 år;Fraskilt;2020K1;4451
Hele landet;Mænd;70 år;Fraskilt;2008K1;2509
Hele landet;Mænd;70 år;Fraskilt;2020K1;4243
Hele landet;Mænd;71 år;Fraskilt;2008K1;2221
Hele landet;Mænd;71 år;Fraskilt;2020K1;4221
Hele landet;Mænd;72 år;Fraskilt;2008K1;2048
Hele landet;Mænd;72 år;Fraskilt;2020K1;4331
Hele landet;Mænd;73 år;Fraskilt;2008K1;1842
Hele landet;Mænd;73 år;Fraskilt;2020K1;4253
Hele landet;Mænd;74 år;Fraskilt;2008K1;1650
Hele landet;Mænd;74 år;Fraskilt;2020K1;3907
Hele landet;Mænd;75 år;Fraskilt;2008K1;1404
Hele landet;Mænd;75 år;Fraskilt;2020K1;3481
Hele landet;Mænd;76 år;Fraskilt;2008K1;1295
Hele landet;Mænd;76 år;Fraskilt;2020K1;2985
Hele landet;Mænd;77 år;Fraskilt;2008K1;1076
Hele landet;Mænd;77 år;Fraskilt;2020K1;2715
Hele landet;Mænd;78 år;Fraskilt;2008K1;1038
Hele landet;Mænd;78 år;Fraskilt;2020K1;2165
Hele landet;Mænd;79 år;Fraskilt;2008K1;887
Hele landet;Mænd;79 år;Fraskilt;2020K1;1937
Hele landet;Mænd;80 år;Fraskilt;2008K1;757
Hele landet;Mænd;80 år;Fraskilt;2020K1;1687
Hele landet;Mænd;81 år;Fraskilt;2008K1;678
Hele landet;Mænd;81 år;Fraskilt;2020K1;1454
Hele landet;Mænd;82 år;Fraskilt;2008K1;569
Hele landet;Mænd;82 år;Fraskilt;2020K1;1240
Hele landet;Mænd;83 år;Fraskilt;2008K1;493
Hele landet;Mænd;83 år;Fraskilt;2020K1;992
Hele landet;Mænd;84 år;Fraskilt;2008K1;377
Hele landet;Mænd;84 år;Fraskilt;2020K1;831
Hele landet;Mænd;85 år;Fraskilt;2008K1;325
Hele landet;Mænd;85 år;Fraskilt;2020K1;665
Hele landet;Mænd;86 år;Fraskilt;2008K1;314
Hele landet;Mænd;86 år;Fraskilt;2020K1;578
Hele landet;Mænd;87 år;Fraskilt;2008K1;209
Hele landet;Mænd;87 år;Fraskilt;2020K1;419
Hele landet;Mænd;88 år;Fraskilt;2008K1;165
Hele landet;Mænd;88 år;Fraskilt;2020K1;339
Hele landet;Mænd;89 år;Fraskilt;2008K1;125
Hele landet;Mænd;89 år;Fraskilt;2020K1;235
Hele landet;Mænd;90 år;Fraskilt;2008K1;89
Hele landet;Mænd;90 år;Fraskilt;2020K1;194
Hele landet;Mænd;91 år;Fraskilt;2008K1;86
Hele landet;Mænd;91 år;Fraskilt;2020K1;144
Hele landet;Mænd;92 år;Fraskilt;2008K1;56
Hele landet;Mænd;92 år;Fraskilt;2020K1;103
Hele landet;Mænd;93 år;Fraskilt;2008K1;40
Hele landet;Mænd;93 år;Fraskilt;2020K1;87
Hele landet;Mænd;94 år;Fraskilt;2008K1;25
Hele landet;Mænd;94 år;Fraskilt;2020K1;57
Hele landet;Mænd;95 år;Fraskilt;2008K1;22
Hele landet;Mænd;95 år;Fraskilt;2020K1;35
Hele landet;Mænd;96 år;Fraskilt;2008K1;15
Hele landet;Mænd;96 år;Fraskilt;2020K1;16
Hele landet;Mænd;97 år;Fraskilt;2008K1;11
Hele landet;Mænd;97 år;Fraskilt;2020K1;11
Hele landet;Mænd;98 år;Fraskilt;2008K1;1
Hele landet;Mænd;98 år;Fraskilt;2020K1;11
Hele landet;Mænd;99 år;Fraskilt;2008K1;4
Hele landet;Mænd;99 år;Fraskilt;2020K1;4
Hele landet;Mænd;100 år;Fraskilt;2008K1;0
Hele landet;Mænd;100 år;Fraskilt;2020K1;4
Hele landet;Mænd;101 år;Fraskilt;2008K1;0
Hele landet;Mænd;101 år;Fraskilt;2020K1;0
Hele landet;Mænd;102 år;Fraskilt;2008K1;1
Hele landet;Mænd;102 år;Fraskilt;2020K1;1
Hele landet;Mænd;103 år;Fraskilt;2008K1;0
Hele landet;Mænd;103 år;Fraskilt;2020K1;1
Hele landet;Mænd;104 år;Fraskilt;2008K1;0
Hele landet;Mænd;104 år;Fraskilt;2020K1;0
Hele landet;Mænd;105 år;Fraskilt;2008K1;0
Hele landet;Mænd;105 år;Fraskilt;2020K1;0
Hele landet;Mænd;106 år;Fraskilt;2008K1;0
Hele landet;Mænd;106 år;Fraskilt;2020K1;0
Hele landet;Mænd;107 år;Fraskilt;2008K1;0
Hele landet;Mænd;107 år;Fraskilt;2020K1;0
Hele landet;Mænd;108 år;Fraskilt;2008K1;0
Hele landet;Mænd;108 år;Fraskilt;2020K1;0
Hele landet;Mænd;109 år;Fraskilt;2008K1;0
Hele landet;Mænd;109 år;Fraskilt;2020K1;0
Hele landet;Mænd;110 år;Fraskilt;2008K1;0
Hele landet;Mænd;110 år;Fraskilt;2020K1;0
Hele landet;Mænd;111 år;Fraskilt;2008K1;0
Hele landet;Mænd;111 år;Fraskilt;2020K1;0
Hele landet;Mænd;112 år;Fraskilt;2008K1;0
Hele landet;Mænd;112 år;Fraskilt;2020K1;0
